customer_id,churn_date,is_churned,churn_reason,churn_type,days_since_last_transaction,last_transaction_date,total_customer_value,customer_lifetime_months,win_back_eligible,prediction_date,actual_churn_date
CUST_002514,2023-11-13,True,Service Quality,Voluntary,12,2023-12-20,199.98659286144812,6.4,True,2023-12-02,2023-11-13
CUST_002515,2023-10-09,True,Service Quality,Voluntary,28,2023-12-04,357.1976211019285,5.933333333333334,True,2023-12-02,2023-10-09
CUST_002516,,False,,,2,2023-12-30,434.4634524469654,16.066666666666666,False,2023-12-02,
CUST_002517,,False,,,17,2023-12-15,691.3375508911414,11.566666666666666,False,2023-12-02,
CUST_002518,2023-10-15,True,Price,Voluntary,3,2023-12-29,1028.3315591128526,18.1,True,2023-12-02,2023-10-15
CUST_002519,,False,,,11,2023-12-21,620.1759204723727,22.366666666666667,False,2023-12-02,
CUST_002520,,False,,,23,2023-12-09,437.15242365976326,15.766666666666667,False,2023-12-02,
CUST_002521,2023-11-05,True,Service Quality,Voluntary,4,2023-12-28,400.1720286152711,12.133333333333333,True,2023-12-02,2023-11-05
CUST_002522,2023-12-19,True,Service Quality,Voluntary,10,2023-12-22,648.0295638031906,11.333333333333334,True,2023-12-02,2023-12-19
CUST_002523,,False,,,10,2023-12-22,473.9977567313312,14.333333333333334,False,2023-12-02,
CUST_002524,2022-08-27,True,Service Quality,Voluntary,28,2023-12-04,1335.9570090113878,23.933333333333334,True,2023-12-02,2022-08-27
CUST_002525,,False,,,20,2023-12-12,745.064233510061,12.666666666666666,False,2023-12-02,
CUST_002526,,False,,,17,2023-12-15,1069.5626446310978,16.566666666666666,False,2023-12-02,
CUST_002527,,False,,,11,2023-12-21,396.90519805394877,12.366666666666667,False,2023-12-02,
CUST_002528,,False,,,1,2023-12-31,407.1684039742664,15.033333333333333,False,2023-12-02,
CUST_002529,,False,,,27,2023-12-05,569.214250498817,18.9,False,2023-12-02,
CUST_002530,,False,,,20,2023-12-12,466.35803513838243,7.666666666666667,False,2023-12-02,
CUST_002531,,False,,,14,2023-12-18,541.3581415618753,19.466666666666665,False,2023-12-02,
CUST_002532,,False,,,7,2023-12-25,1178.1178434820686,19.233333333333334,False,2023-12-02,
CUST_002533,,False,,,28,2023-12-04,547.6409997295327,9.933333333333334,False,2023-12-02,
CUST_002534,,False,,,6,2023-12-26,123.65647969626566,3.2,False,2023-12-02,
CUST_002535,2023-04-18,True,Price,Voluntary,4,2023-12-28,1404.347391780959,24.133333333333333,True,2023-12-02,2023-04-18
CUST_002536,,False,,,5,2023-12-27,499.6531551201866,17.166666666666668,False,2023-12-02,
CUST_002537,,False,,,25,2023-12-07,1049.9155861162935,19.833333333333332,False,2023-12-02,
CUST_002538,,False,,,2,2023-12-30,555.6047848294115,21.066666666666666,False,2023-12-02,
CUST_002539,,False,,,24,2023-12-08,553.1940577950945,21.8,False,2023-12-02,
CUST_002540,,False,,,10,2023-12-22,178.5745985814972,5.333333333333333,False,2023-12-02,
CUST_002541,,False,,,5,2023-12-27,1221.7130999905241,20.166666666666668,False,2023-12-02,
CUST_002542,,False,,,15,2023-12-17,208.92752854958778,7.5,False,2023-12-02,
CUST_002543,,False,,,5,2023-12-27,407.0044214228896,12.166666666666666,False,2023-12-02,
CUST_002544,,False,,,8,2023-12-24,496.21460567779405,18.266666666666666,False,2023-12-02,
CUST_002545,,False,,,20,2023-12-12,441.5754734241683,16.666666666666668,False,2023-12-02,
CUST_002546,,False,,,18,2023-12-14,594.8476151342371,20.6,False,2023-12-02,
CUST_002547,,False,,,21,2023-12-11,323.11595064008236,11.7,False,2023-12-02,
CUST_002548,2023-12-04,True,Price,Voluntary,4,2023-12-28,123.8236706164244,5.133333333333334,True,2023-12-02,2023-12-04
CUST_002549,,False,,,8,2023-12-24,820.7108442527674,16.266666666666666,False,2023-12-02,
CUST_002550,,False,,,24,2023-12-08,300.0431715802314,4.8,False,2023-12-02,
CUST_002551,2023-12-11,True,Technical Issues,Voluntary,27,2023-12-05,492.6536346881078,16.9,True,2023-12-02,2023-12-11
CUST_002552,,False,,,16,2023-12-16,86.89126178120162,2.533333333333333,False,2023-12-02,
CUST_002553,,False,,,6,2023-12-26,732.8779100420819,13.2,False,2023-12-02,
CUST_002554,2023-11-21,True,Price,Voluntary,6,2023-12-26,541.3804192701953,21.2,True,2023-12-02,2023-11-21
CUST_002555,,False,,,17,2023-12-15,185.5648986355339,5.566666666666666,False,2023-12-02,
CUST_002556,2023-10-03,True,Service Quality,Voluntary,12,2023-12-20,434.19642850644624,7.4,True,2023-12-02,2023-10-03
CUST_002557,2023-09-18,True,Service Quality,Voluntary,4,2023-12-28,185.76470399357694,5.133333333333334,True,2023-12-02,2023-09-18
CUST_002558,,False,,,16,2023-12-16,241.39607269479745,7.533333333333333,False,2023-12-02,
CUST_002559,,False,,,21,2023-12-11,60.33614013117419,1.7,False,2023-12-02,
CUST_002560,2023-09-09,True,Technical Issues,Voluntary,25,2023-12-07,307.3588322614711,9.833333333333334,True,2023-12-02,2023-09-09
CUST_002561,,False,,,5,2023-12-27,60.34676458401961,1.1666666666666667,False,2023-12-02,
CUST_002562,,False,,,25,2023-12-07,730.7291519529826,4.833333333333333,False,2023-12-02,
CUST_002563,,False,,,11,2023-12-21,85.51328883371777,3.3666666666666667,False,2023-12-02,
CUST_002564,,False,,,24,2023-12-08,346.00259210858053,14.8,False,2023-12-02,
CUST_002565,,False,,,15,2023-12-17,302.23317240972335,11.5,False,2023-12-02,
CUST_002566,,False,,,27,2023-12-05,1288.9829508511796,23.9,False,2023-12-02,
CUST_002567,,False,,,2,2023-12-30,657.6034050661523,22.066666666666666,False,2023-12-02,
CUST_002568,,False,,,29,2023-12-03,62.30518276362583,1.9666666666666666,False,2023-12-02,
CUST_002569,,False,,,10,2023-12-22,650.4552347558223,21.333333333333332,False,2023-12-02,
CUST_002570,,False,,,24,2023-12-08,309.2042165959113,4.8,False,2023-12-02,
CUST_002571,,False,,,8,2023-12-24,242.30844673042657,10.5,False,2023-12-02,
CUST_002572,,False,,,5,2023-12-27,356.57141310176803,13.166666666666666,False,2023-12-02,
CUST_002573,,False,,,10,2023-12-22,459.6767671331766,15.333333333333334,False,2023-12-02,
CUST_002574,,False,,,18,2023-12-14,753.9707283844133,15.6,False,2023-12-02,
CUST_002575,,False,,,27,2023-12-05,314.5192520626567,9.9,False,2023-12-02,
CUST_002576,,False,,,30,2023-12-02,570.9252663078719,10.0,False,2023-12-02,
CUST_002577,2023-09-22,True,Service Quality,Voluntary,21,2023-12-11,290.8925373120583,4.7,True,2023-12-02,2023-09-22
CUST_002578,2023-12-12,True,Service Quality,Voluntary,1,2023-12-31,369.2864244865637,12.033333333333333,True,2023-12-02,2023-12-12
CUST_002579,,False,,,19,2023-12-13,560.0007204639347,20.633333333333333,False,2023-12-02,
CUST_002580,,False,,,30,2023-12-02,151.5670058082864,6.0,False,2023-12-02,
CUST_002581,2023-02-17,True,Price,Voluntary,2,2023-12-30,591.0798122837832,19.066666666666666,True,2023-12-02,2023-02-17
CUST_002582,,False,,,17,2023-12-15,547.1077657577168,18.566666666666666,False,2023-12-02,
CUST_002583,,False,,,30,2023-12-02,1016.4231872226279,19.0,False,2023-12-02,
CUST_002584,,False,,,7,2023-12-25,1291.2820629273558,24.233333333333334,False,2023-12-02,
CUST_002585,2023-12-27,True,Price,Voluntary,11,2023-12-21,531.4775328455797,16.366666666666667,True,2023-12-02,2023-12-27
CUST_002586,,False,,,5,2023-12-27,240.8738026516575,7.166666666666667,False,2023-12-02,
CUST_002587,,False,,,16,2023-12-16,328.0361192372835,10.533333333333333,False,2023-12-02,
CUST_002588,2023-08-18,True,Price,Voluntary,2,2023-12-30,628.492221079399,21.066666666666666,True,2023-12-02,2023-08-18
CUST_002589,2023-04-18,True,Price,Voluntary,4,2023-12-28,689.6937545436392,11.133333333333333,True,2023-12-02,2023-04-18
CUST_002590,,False,,,3,2023-12-29,359.52443587001596,11.1,False,2023-12-02,
CUST_002591,,False,,,22,2023-12-10,1071.077734840693,20.733333333333334,False,2023-12-02,
CUST_002592,,False,,,3,2023-12-29,89.49369231100968,4.1,False,2023-12-02,
CUST_002593,2022-08-13,True,Price,Voluntary,27,2023-12-05,1140.9898484329774,19.9,True,2023-12-02,2022-08-13
CUST_002594,,False,,,13,2023-12-19,347.8982134927769,11.433333333333334,False,2023-12-02,
CUST_002595,,False,,,21,2023-12-11,404.7405893558122,15.7,False,2023-12-02,
CUST_002596,,False,,,9,2023-12-23,1400.6464540738832,23.3,False,2023-12-02,
CUST_002597,2023-10-08,True,Service Quality,Voluntary,22,2023-12-10,316.6073933318738,10.733333333333333,True,2023-12-02,2023-10-08
CUST_002598,,False,,,1,2023-12-31,343.9752360366001,6.033333333333333,False,2023-12-02,
CUST_002599,,False,,,20,2023-12-12,481.705377876546,16.666666666666668,False,2023-12-02,
CUST_002600,,False,,,25,2023-12-07,119.38911563247822,1.8333333333333333,False,2023-12-02,
CUST_002601,,False,,,15,2023-12-17,622.4569652165026,20.5,False,2023-12-02,
CUST_002602,,False,,,3,2023-12-29,334.5069952559881,10.1,False,2023-12-02,
CUST_002603,,False,,,3,2023-12-29,547.8154164351482,19.1,False,2023-12-02,
CUST_002604,,False,,,27,2023-12-05,290.2063483143881,9.9,False,2023-12-02,
CUST_002605,,False,,,23,2023-12-09,322.2718334054487,11.766666666666667,False,2023-12-02,
CUST_002606,,False,,,1,2023-12-31,593.738123398164,22.033333333333335,False,2023-12-02,
CUST_002607,,False,,,25,2023-12-07,363.1885807581981,5.833333333333333,False,2023-12-02,
CUST_002608,2023-12-26,True,Price,Voluntary,8,2023-12-24,575.4014896989956,11.266666666666667,True,2023-12-02,2023-12-26
CUST_002609,,False,,,29,2023-12-03,176.51454565130666,5.966666666666667,False,2023-12-02,
CUST_002610,2023-09-01,True,Service Quality,Voluntary,6,2023-12-26,534.6110901354307,18.2,True,2023-12-02,2023-09-01
CUST_002611,,False,,,16,2023-12-16,1051.5330694670217,19.533333333333335,False,2023-12-02,
CUST_002612,2023-08-29,True,Service Quality,Voluntary,4,2023-12-28,497.4221577245262,7.133333333333334,True,2023-12-02,2023-08-29
CUST_002613,2022-11-22,True,Service Quality,Voluntary,17,2023-12-15,3014.6868210417488,21.566666666666666,True,2023-12-02,2022-11-22
CUST_002614,2023-02-10,True,Service Quality,Voluntary,30,2023-12-02,2048.8806662759735,14.0,True,2023-12-02,2023-02-10
CUST_002615,,False,,,10,2023-12-22,511.3749293134439,17.333333333333332,False,2023-12-02,
CUST_002616,,False,,,24,2023-12-08,146.8459154957863,4.8,False,2023-12-02,
CUST_002617,2023-04-29,True,Service Quality,Voluntary,6,2023-12-26,729.5772706955897,24.2,True,2023-12-02,2023-04-29
CUST_002618,,False,,,28,2023-12-04,186.81645879888254,5.933333333333334,False,2023-12-02,
CUST_002619,,False,,,13,2023-12-19,445.87136159942276,14.433333333333334,False,2023-12-02,
CUST_002620,,False,,,24,2023-12-08,94.32119928881227,2.8,False,2023-12-02,
CUST_002621,,False,,,16,2023-12-16,358.97957932626866,5.533333333333333,False,2023-12-02,
CUST_002622,2023-05-20,True,Service Quality,Voluntary,16,2023-12-16,996.7958324714243,17.533333333333335,True,2023-12-02,2023-05-20
CUST_002623,,False,,,18,2023-12-14,446.6457314050786,14.6,False,2023-12-02,
CUST_002624,,False,,,8,2023-12-24,614.6176157898744,20.266666666666666,False,2023-12-02,
CUST_002625,,False,,,16,2023-12-16,221.07398846231692,6.533333333333333,False,2023-12-02,
CUST_002626,,False,,,4,2023-12-28,491.1436415476426,16.133333333333333,False,2023-12-02,
CUST_002627,2023-11-05,True,Service Quality,Voluntary,27,2023-12-05,119.75342714982497,3.9,True,2023-12-02,2023-11-05
CUST_002628,2023-05-10,True,Competition,Voluntary,12,2023-12-20,602.9254213119452,22.4,True,2023-12-02,2023-05-10
CUST_002629,,False,,,7,2023-12-25,369.03267888716346,11.233333333333333,False,2023-12-02,
CUST_002630,,False,,,1,2023-12-31,330.4168242016909,10.033333333333333,False,2023-12-02,
CUST_002631,2023-10-05,True,Price,Voluntary,27,2023-12-05,908.3705896309934,18.9,True,2023-12-02,2023-10-05
CUST_002632,,False,,,25,2023-12-07,719.0165926299032,12.9,False,2023-12-02,
CUST_002633,2023-10-06,True,Price,Voluntary,10,2023-12-22,204.5886843608071,7.333333333333333,True,2023-12-02,2023-10-06
CUST_002634,,False,,,9,2023-12-23,290.8502794745942,10.3,False,2023-12-02,
CUST_002635,,False,,,27,2023-12-05,93.22520727888154,2.9,False,2023-12-02,
CUST_002636,,False,,,7,2023-12-25,292.46777851236163,4.233333333333333,False,2023-12-02,
CUST_002637,,False,,,4,2023-12-28,60.814975805141174,4.133333333333334,False,2023-12-02,
CUST_002638,2023-12-19,True,Service Quality,Voluntary,13,2023-12-19,61.86116116372389,1.4333333333333333,True,2023-12-02,2023-12-19
CUST_002639,,False,,,16,2023-12-16,410.7289398959455,13.533333333333333,False,2023-12-02,
CUST_002640,,False,,,1,2023-12-31,1255.2654772102221,20.033333333333335,False,2023-12-02,
CUST_002641,2023-11-08,True,Service Quality,Voluntary,27,2023-12-05,457.62065891816894,2.9,True,2023-12-02,2023-11-08
CUST_002642,,False,,,14,2023-12-18,403.39338667096877,7.466666666666667,False,2023-12-02,
CUST_002643,,False,,,22,2023-12-10,594.7613256507803,19.733333333333334,False,2023-12-02,
CUST_002644,,False,,,25,2023-12-07,217.06331326481043,7.833333333333333,False,2023-12-02,
CUST_002645,,False,,,28,2023-12-04,452.6108157145968,2.933333333333333,False,2023-12-02,
CUST_002646,2023-12-16,True,Service Quality,Voluntary,5,2023-12-27,1388.2504012343063,8.166666666666666,True,2023-12-02,2023-12-16
CUST_002647,2023-03-12,True,Price,Voluntary,19,2023-12-13,486.2492940225757,15.633333333333333,True,2023-12-02,2023-03-12
CUST_002648,2023-07-19,True,Price,Voluntary,10,2023-12-22,513.9074053629131,16.333333333333332,True,2023-12-02,2023-07-19
CUST_002649,2023-12-05,True,Competition,Voluntary,2,2023-12-30,400.0612734394718,13.066666666666666,True,2023-12-02,2023-12-05
CUST_002650,,False,,,26,2023-12-06,539.4482510795249,10.866666666666667,False,2023-12-02,
CUST_002651,,False,,,11,2023-12-21,143.01953003894863,4.366666666666666,False,2023-12-02,
CUST_002652,,False,,,27,2023-12-05,440.7040904421404,14.9,False,2023-12-02,
CUST_002653,,False,,,21,2023-12-11,236.05704527176107,3.7,False,2023-12-02,
CUST_002654,,False,,,17,2023-12-15,440.2184619241723,14.566666666666666,False,2023-12-02,
CUST_002655,,False,,,27,2023-12-05,1251.4832704122507,20.9,False,2023-12-02,
CUST_002656,2023-09-04,True,Price,Voluntary,2,2023-12-30,369.23611912246304,12.066666666666666,True,2023-12-02,2023-09-04
CUST_002657,,False,,,11,2023-12-21,185.73156014839378,3.466666666666667,False,2023-12-02,
CUST_002658,,False,,,4,2023-12-28,486.7577977978486,17.133333333333333,False,2023-12-02,
CUST_002659,2023-12-15,True,Price,Voluntary,12,2023-12-20,405.27007550680264,15.4,True,2023-12-02,2023-12-15
CUST_002660,,False,,,5,2023-12-27,990.0057878143111,17.166666666666668,False,2023-12-02,
CUST_002661,,False,,,7,2023-12-25,347.6344279879645,5.233333333333333,False,2023-12-02,
CUST_002662,2022-07-05,True,Price,Voluntary,8,2023-12-24,658.8822836515888,22.266666666666666,True,2023-12-02,2022-07-05
CUST_002663,2023-12-31,True,Service Quality,Voluntary,13,2023-12-19,236.09132264898255,3.433333333333333,True,2023-12-02,2023-12-31
CUST_002664,2023-08-29,True,Price,Voluntary,28,2023-12-04,321.3393233624994,10.933333333333334,True,2023-12-02,2023-08-29
CUST_002665,,False,,,6,2023-12-26,527.050617634085,16.2,False,2023-12-02,
CUST_002666,,False,,,13,2023-12-19,58.83620685495748,1.4333333333333333,False,2023-12-02,
CUST_002667,,False,,,14,2023-12-18,655.5919980995828,23.466666666666665,False,2023-12-02,
CUST_002668,,False,,,6,2023-12-26,441.62845040718724,14.2,False,2023-12-02,
CUST_002669,,False,,,11,2023-12-21,404.2802562562499,14.366666666666667,False,2023-12-02,
CUST_002670,,False,,,26,2023-12-06,706.8965602950107,17.866666666666667,False,2023-12-02,
CUST_002671,,False,,,3,2023-12-29,1655.2673689170417,11.1,False,2023-12-02,
CUST_002672,,False,,,20,2023-12-12,287.14431756160616,10.666666666666666,False,2023-12-02,
CUST_002673,,False,,,8,2023-12-24,114.4935876423679,3.2666666666666666,False,2023-12-02,
CUST_002674,,False,,,1,2023-12-31,628.0902020813987,20.033333333333335,False,2023-12-02,
CUST_002675,,False,,,18,2023-12-14,642.8739307820368,22.6,False,2023-12-02,
CUST_002676,,False,,,10,2023-12-22,411.54923893289606,16.333333333333332,False,2023-12-02,
CUST_002677,2023-12-18,True,Price,Voluntary,26,2023-12-06,285.1190407339135,8.866666666666667,True,2023-12-02,2023-12-18
CUST_002678,2023-12-14,True,Competition,Voluntary,1,2023-12-31,86.1303289099188,2.033333333333333,True,2023-12-02,2023-12-14
CUST_002679,2023-11-29,True,Service Quality,Voluntary,21,2023-12-11,361.0389756325633,5.7,True,2023-12-02,2023-11-29
CUST_002680,,False,,,3,2023-12-29,303.48686342049587,11.1,False,2023-12-02,
CUST_002681,,False,,,28,2023-12-04,120.42725978061354,3.933333333333333,False,2023-12-02,
CUST_002682,,False,,,25,2023-12-07,349.5292381715287,12.833333333333334,False,2023-12-02,
CUST_002683,,False,,,23,2023-12-09,843.4281105171665,13.766666666666667,False,2023-12-02,
CUST_002684,,False,,,12,2023-12-20,746.7485916649908,14.4,False,2023-12-02,
CUST_002685,,False,,,16,2023-12-16,426.9242156271239,17.533333333333335,False,2023-12-02,
CUST_002686,,False,,,1,2023-12-31,552.2903417407729,8.033333333333333,False,2023-12-02,
CUST_002687,2023-06-03,True,Price,Voluntary,29,2023-12-03,423.81633055755503,14.966666666666667,True,2023-12-02,2023-06-03
CUST_002688,2023-01-03,True,Price,Voluntary,7,2023-12-25,378.2673893414754,15.366666666666667,True,2023-12-02,2023-01-03
CUST_002689,,False,,,27,2023-12-05,1140.2367260473975,20.9,False,2023-12-02,
CUST_002690,,False,,,15,2023-12-17,683.6765006127063,10.5,False,2023-12-02,
CUST_002691,,False,,,9,2023-12-23,574.7511383723892,18.3,False,2023-12-02,
CUST_002692,,False,,,7,2023-12-25,691.8439736568173,11.233333333333333,False,2023-12-02,
CUST_002693,2023-11-15,True,Service Quality,Voluntary,23,2023-12-09,445.6726000769898,15.766666666666667,True,2023-12-02,2023-11-15
CUST_002694,,False,,,23,2023-12-09,324.11519886157737,13.766666666666667,False,2023-12-02,
CUST_002695,2023-04-19,True,Price,Voluntary,2,2023-12-30,532.6598470622205,10.066666666666666,True,2023-12-02,2023-04-19
CUST_002696,,False,,,23,2023-12-09,213.1019779298722,7.766666666666667,False,2023-12-02,
CUST_002697,,False,,,29,2023-12-03,172.62691877514817,7.966666666666667,False,2023-12-02,
CUST_002698,,False,,,27,2023-12-05,411.3735681842408,12.9,False,2023-12-02,
CUST_002699,,False,,,14,2023-12-18,597.028866737117,22.466666666666665,False,2023-12-02,
CUST_002700,,False,,,11,2023-12-21,589.3070238438373,20.366666666666667,False,2023-12-02,
CUST_002701,,False,,,20,2023-12-12,312.8272110681589,4.666666666666667,False,2023-12-02,
CUST_002702,,False,,,3,2023-12-29,573.171387128143,22.1,False,2023-12-02,
CUST_002703,,False,,,4,2023-12-28,465.97961553882567,16.233333333333334,False,2023-12-02,
CUST_002704,,False,,,7,2023-12-25,1133.5011625076356,21.233333333333334,False,2023-12-02,
CUST_002705,,False,,,19,2023-12-13,177.82596055925444,3.6333333333333333,False,2023-12-02,
CUST_002706,,False,,,10,2023-12-22,373.6590056949788,12.333333333333334,False,2023-12-02,
CUST_002707,,False,,,25,2023-12-07,91.58728176643582,4.833333333333333,False,2023-12-02,
CUST_002708,2023-12-09,True,Competition,Voluntary,8,2023-12-24,573.2498397163848,21.266666666666666,True,2023-12-02,2023-12-09
CUST_002709,,False,,,27,2023-12-05,270.26790944218396,8.9,False,2023-12-02,
CUST_002710,2023-11-05,True,Service Quality,Voluntary,23,2023-12-09,302.62625221301744,4.766666666666667,True,2023-12-02,2023-11-05
CUST_002711,,False,,,9,2023-12-23,122.94053483978175,3.3,False,2023-12-02,
CUST_002712,,False,,,14,2023-12-18,240.3353915003824,3.466666666666667,False,2023-12-02,
CUST_002713,,False,,,5,2023-12-27,774.8361829610141,24.166666666666668,False,2023-12-02,
CUST_002714,,False,,,12,2023-12-20,375.5193440905922,5.4,False,2023-12-02,
CUST_002715,,False,,,26,2023-12-06,562.5962055873313,20.866666666666667,False,2023-12-02,
CUST_002716,,False,,,28,2023-12-04,535.9025692893106,18.933333333333334,False,2023-12-02,
CUST_002717,,False,,,14,2023-12-18,2221.7862847286915,14.466666666666667,False,2023-12-02,
CUST_002718,,False,,,3,2023-12-29,445.2686672828272,14.1,False,2023-12-02,
CUST_002719,,False,,,29,2023-12-03,180.68884542987104,5.966666666666667,False,2023-12-02,
CUST_002720,,False,,,11,2023-12-21,89.71506408329637,2.3666666666666667,False,2023-12-02,
CUST_002721,,False,,,9,2023-12-23,690.4821160333311,23.3,False,2023-12-02,
CUST_002722,,False,,,28,2023-12-04,1154.5812707271234,19.933333333333334,False,2023-12-02,
CUST_002723,,False,,,6,2023-12-26,60.02377322279061,1.2,False,2023-12-02,
CUST_002724,,False,,,4,2023-12-28,148.6694689879708,4.133333333333334,False,2023-12-02,
CUST_002725,2023-12-18,True,Price,Voluntary,8,2023-12-24,414.2947283065105,15.266666666666667,True,2023-12-02,2023-12-18
CUST_002726,,False,,,5,2023-12-27,121.06864751443372,4.166666666666667,False,2023-12-02,
CUST_002727,,False,,,25,2023-12-07,473.44949899511323,16.833333333333332,False,2023-12-02,
CUST_002728,,False,,,11,2023-12-21,298.09968817923715,10.366666666666667,False,2023-12-02,
CUST_002729,,False,,,28,2023-12-04,884.425432462084,14.933333333333334,False,2023-12-02,
CUST_002730,,False,,,10,2023-12-22,273.5143305814911,8.333333333333334,False,2023-12-02,
CUST_002731,,False,,,28,2023-12-04,601.974454241605,22.933333333333334,False,2023-12-02,
CUST_002732,,False,,,6,2023-12-26,290.2262652528343,11.2,False,2023-12-02,
CUST_002733,2023-12-22,True,Price,Voluntary,14,2023-12-18,120.94119217018596,1.4666666666666666,True,2023-12-02,2023-12-22
CUST_002734,,False,,,2,2023-12-30,1205.1469968589552,22.066666666666666,False,2023-12-02,
CUST_002735,2023-01-21,True,Service Quality,Voluntary,15,2023-12-17,445.8579154385841,15.5,True,2023-12-02,2023-01-21
CUST_002736,,False,,,15,2023-12-17,926.1820398935718,17.5,False,2023-12-02,
CUST_002737,,False,,,2,2023-12-30,815.1469810699134,16.066666666666666,False,2023-12-02,
CUST_002738,,False,,,14,2023-12-18,1853.0557005966884,12.466666666666667,False,2023-12-02,
CUST_002739,2023-10-02,True,Service Quality,Voluntary,1,2023-12-31,469.31429234630787,15.033333333333333,True,2023-12-02,2023-10-02
CUST_002740,,False,,,18,2023-12-14,697.6723188102511,11.6,False,2023-12-02,
CUST_002741,,False,,,25,2023-12-07,121.94543338197816,5.833333333333333,False,2023-12-02,
CUST_002742,,False,,,12,2023-12-20,655.5717997583004,23.4,False,2023-12-02,
CUST_002743,,False,,,23,2023-12-09,540.8677798988418,18.766666666666666,False,2023-12-02,
CUST_002744,,False,,,22,2023-12-10,355.552112106291,5.733333333333333,False,2023-12-02,
CUST_002745,,False,,,19,2023-12-13,1033.7009201748422,17.633333333333333,False,2023-12-02,
CUST_002746,,False,,,3,2023-12-29,277.91757497452437,9.1,False,2023-12-02,
CUST_002747,,False,,,14,2023-12-18,391.16301315592716,15.466666666666667,False,2023-12-02,
CUST_002748,,False,,,23,2023-12-09,818.4265509048013,14.766666666666667,False,2023-12-02,
CUST_002749,2023-03-24,True,Service Quality,Voluntary,13,2023-12-19,486.4299712903771,16.433333333333334,True,2023-12-02,2023-03-24
CUST_002750,2023-04-23,True,Price,Voluntary,30,2023-12-02,925.834994942752,17.0,True,2023-12-02,2023-04-23
CUST_002751,,False,,,17,2023-12-15,421.83139307132166,14.566666666666666,False,2023-12-02,
CUST_002752,2023-12-05,True,Service Quality,Voluntary,18,2023-12-14,619.8650883859958,3.6,True,2023-12-02,2023-12-05
CUST_002753,2023-10-04,True,Technical Issues,Voluntary,25,2023-12-07,432.664360552875,14.833333333333334,True,2023-12-02,2023-10-04
CUST_002754,,False,,,19,2023-12-13,90.81335988928923,2.6333333333333333,False,2023-12-02,
CUST_002755,,False,,,16,2023-12-16,3140.5513064886627,23.533333333333335,False,2023-12-02,
CUST_002756,,False,,,26,2023-12-06,654.0685590806778,23.866666666666667,False,2023-12-02,
CUST_002757,2023-12-17,True,Service Quality,Voluntary,17,2023-12-15,58.02848787287129,1.5666666666666667,True,2023-12-02,2023-12-17
CUST_002758,,False,,,5,2023-12-27,179.38841352673558,7.166666666666667,False,2023-12-02,
CUST_002759,,False,,,27,2023-12-05,672.6205609507526,11.9,False,2023-12-02,
CUST_002760,,False,,,29,2023-12-03,273.4157064713979,8.966666666666667,False,2023-12-02,
CUST_002761,,False,,,24,2023-12-08,826.0038904015239,14.8,False,2023-12-02,
CUST_002762,2023-02-17,True,Service Quality,Voluntary,4,2023-12-28,1182.9182514509039,24.133333333333333,True,2023-12-02,2023-02-17
CUST_002763,,False,,,1,2023-12-31,308.88050094867117,9.033333333333333,False,2023-12-02,
CUST_002764,,False,,,8,2023-12-24,797.453933561442,13.266666666666667,False,2023-12-02,
CUST_002765,,False,,,21,2023-12-11,1307.4996907997206,8.7,False,2023-12-02,
CUST_002766,2023-07-19,True,Service Quality,Voluntary,29,2023-12-03,280.48767727081105,10.966666666666667,True,2023-12-02,2023-07-19
CUST_002767,,False,,,14,2023-12-18,259.94650152676564,9.466666666666667,False,2023-12-02,
CUST_002768,,False,,,24,2023-12-08,591.6394989497741,19.8,False,2023-12-02,
CUST_002769,2023-10-13,True,Service Quality,Voluntary,9,2023-12-23,144.9530193965396,4.3,True,2023-12-02,2023-10-13
CUST_002770,,False,,,27,2023-12-05,709.4718394767863,22.9,False,2023-12-02,
CUST_002771,,False,,,9,2023-12-23,93.8015235320578,4.3,False,2023-12-02,
CUST_002772,,False,,,3,2023-12-29,334.0823363630332,11.1,False,2023-12-02,
CUST_002773,,False,,,22,2023-12-10,123.07757327714259,1.7333333333333334,False,2023-12-02,
CUST_002774,2023-09-08,True,Payment Issues,Involuntary,3,2023-12-29,644.9853342678057,24.1,False,2023-12-02,2023-09-08
CUST_002775,2023-12-23,True,Service Quality,Voluntary,8,2023-12-24,240.84713632950144,3.2666666666666666,True,2023-12-02,2023-12-23
CUST_002776,,False,,,10,2023-12-22,122.12896777056034,1.3333333333333333,False,2023-12-02,
CUST_002777,,False,,,29,2023-12-03,628.5553930346708,20.966666666666665,False,2023-12-02,
CUST_002778,,False,,,14,2023-12-18,730.2051966141873,11.466666666666667,False,2023-12-02,
CUST_002779,,False,,,5,2023-12-27,685.0138781045094,22.166666666666668,False,2023-12-02,
CUST_002780,2023-06-10,True,Service Quality,Voluntary,2,2023-12-30,308.4563897930119,10.066666666666666,True,2023-12-02,2023-06-10
CUST_002781,,False,,,13,2023-12-19,437.64797731854145,14.433333333333334,False,2023-12-02,
CUST_002782,,False,,,27,2023-12-05,476.04679286580557,7.9,False,2023-12-02,
CUST_002783,,False,,,6,2023-12-26,339.13306366275276,5.2,False,2023-12-02,
CUST_002784,,False,,,30,2023-12-02,1335.0368512859263,23.0,False,2023-12-02,
CUST_002785,2022-12-03,True,Service Quality,Voluntary,19,2023-12-13,994.6363116026818,18.633333333333333,True,2023-12-02,2022-12-03
